filename,area,point_id,label_beauty,label_safety,label_comfort,label_uvi
KAYUTANGAN_ST-01.jpg,KAYUTANGAN,ST-01,5.6393,3.153,5.6444,6.610999999999999
KAYUTANGAN_ST-02.jpg,KAYUTANGAN,ST-02,5.7767,2.9509999999999996,5.7944,6.985999999999999
KAYUTANGAN_ST-03.jpg,KAYUTANGAN,ST-03,3.9444000000000004,2.904,4.944,4.859999999999999
KAYUTANGAN_SB-01.jpg,KAYUTANGAN,SB-01,5.311,3.5017000000000005,5.5042,6.261999999999999
KAYUTANGAN_SB-02.jpg,KAYUTANGAN,SB-02,5.8336,2.748,5.8456,7.113999999999999
KAYUTANGAN_SB-03.jpg,KAYUTANGAN,SB-03,6.1258,2.5725000000000002,6.1312,7.828
KAYUTANGAN_ST-04.jpg,KAYUTANGAN,ST-04,5.544199999999999,2.908,5.6828,6.706999999999999
KAYUTANGAN_ST-05.jpg,KAYUTANGAN,ST-05,5.9149,2.8893000000000004,5.966800000000001,7.417
KAYUTANGAN_ST-06.jpg,KAYUTANGAN,ST-06,3.5122999999999998,3.0347999999999997,4.4768,3.692
KAYUTANGAN_SB-04.jpg,KAYUTANGAN,SB-04,6.307,2.6550000000000002,6.3112,8.278
KAYUTANGAN_SB-05.jpg,KAYUTANGAN,SB-05,6.0068,2.6215,6.008,7.5200000000000005
KAYUTANGAN_SB-06.jpg,KAYUTANGAN,SB-06,5.9898,2.5609,6.0012,7.515000000000001
KAYUTANGAN_ST-07.jpg,KAYUTANGAN,ST-07,4.9709,3.018,5.016800000000001,5.042
KAYUTANGAN_ST-08.jpg,KAYUTANGAN,ST-08,4.9348,2.5300000000000002,5.0476,5.119
KAYUTANGAN_ST-09.jpg,KAYUTANGAN,ST-09,5.481400000000001,2.7098,5.7924999999999995,6.661
KAYUTANGAN_SB-07.jpg,KAYUTANGAN,SB-07,5.0478000000000005,2.442,5.4696,6.1739999999999995
KAYUTANGAN_SB-08.jpg,KAYUTANGAN,SB-08,4.9747,2.0685,5.0137,5.034999999999999
KAYUTANGAN_SB-09.jpg,KAYUTANGAN,SB-09,5.214999999999999,2.5645,5.272,5.68
KAYUTANGAN_ST-10.jpg,KAYUTANGAN,ST-10,5.545299999999999,2.8076,5.6728,6.6819999999999995
KAYUTANGAN_ST-11.jpg,KAYUTANGAN,ST-11,5.614,2.5816,5.821600000000001,7.054
KAYUTANGAN_ST-12.jpg,KAYUTANGAN,ST-12,4.8949,2.8066000000000004,5.2438,5.179
KAYUTANGAN_SB-10.jpg,KAYUTANGAN,SB-10,5.5682,2.3308,5.876,7.19
KAYUTANGAN_SB-11.jpg,KAYUTANGAN,SB-11,5.5682,2.3308,5.876,7.19
KAYUTANGAN_SB-12.jpg,KAYUTANGAN,SB-12,3.5553,1.8319000000000003,4.7232,4.308
KAYUTANGAN_ST-13.jpg,KAYUTANGAN,ST-13,5.69,3.0118,5.692100000000001,6.404000000000001
KAYUTANGAN_ST-14.jpg,KAYUTANGAN,ST-14,4.5845,2.7194000000000003,5.0603,5.197999999999999
KAYUTANGAN_ST-15.jpg,KAYUTANGAN,ST-15,4.790000000000001,2.5826000000000002,4.1339,5.621
KAYUTANGAN_SB-13.jpg,KAYUTANGAN,SB-13,4.8353,2.6261,4.9343,5.653999999999999
KAYUTANGAN_SB-14.jpg,KAYUTANGAN,SB-14,5.131,2.7971,5.4334,5.872
KAYUTANGAN_SB-15.jpg,KAYUTANGAN,SB-15,5.2985,2.8671999999999995,5.5172,6.254
KAYUTANGAN_ST-16.jpg,KAYUTANGAN,ST-16,4.7209,2.0366000000000004,5.110899999999999,5.2780000000000005
KAYUTANGAN_ST-17.jpg,KAYUTANGAN,ST-17,4.6846000000000005,3.1513999999999998,5.2306,5.578
KAYUTANGAN_ST-18.jpg,KAYUTANGAN,ST-18,4.6598999999999995,3.2442,4.8903,5.136
KAYUTANGAN_SB-16.jpg,KAYUTANGAN,SB-16,4.9637,2.2005000000000003,4.9906999999999995,6.008
KAYUTANGAN_SB-17.jpg,KAYUTANGAN,SB-17,4.8024000000000004,2.4084000000000003,5.3814,5.984999999999999
KAYUTANGAN_SB-18.jpg,KAYUTANGAN,SB-18,5.0216,2.9836,5.406499999999999,6.071
KAYUTANGAN_ST-19.jpg,KAYUTANGAN,ST-19,4.764100000000001,3.2845,5.113300000000001,5.356
KAYUTANGAN_ST-20.jpg,KAYUTANGAN,ST-20,5.2102,2.6730000000000005,5.6248000000000005,6.562
KAYUTANGAN_ST-21.jpg,KAYUTANGAN,ST-21,5.7478,2.8615000000000004,5.8336,7.0840000000000005
KAYUTANGAN_SB-19.jpg,KAYUTANGAN,SB-19,5.3254,2.831,5.4577,6.5409999999999995
KAYUTANGAN_SB-20.jpg,KAYUTANGAN,SB-20,5.198400000000001,2.8411999999999997,5.5281,6.345000000000001
KAYUTANGAN_SB-21.jpg,KAYUTANGAN,SB-21,5.4375,2.8742,5.7552,6.891
KAYUTANGAN_ST-22.jpg,KAYUTANGAN,ST-22,5.6895,2.9697000000000005,5.7552,6.888
KAYUTANGAN_ST-23.jpg,KAYUTANGAN,ST-23,4.3639,2.2946,5.0596000000000005,5.148999999999999
KAYUTANGAN_ST-24.jpg,KAYUTANGAN,ST-24,4.418200000000001,3.0084000000000004,5.0008,5.002000000000001
KAYUTANGAN_SB-22.jpg,KAYUTANGAN,SB-22,6.1427,2.5495,6.1568,7.892
KAYUTANGAN_SB-23.jpg,KAYUTANGAN,SB-23,5.5531999999999995,2.5268,5.9717,7.427
KAYUTANGAN_SB-24.jpg,KAYUTANGAN,SB-24,5.745100000000001,2.6134000000000004,5.849200000000001,7.122999999999999
KAYUTANGAN_ST-25.jpg,KAYUTANGAN,ST-25,3.5337000000000005,2.0005,4.828799999999999,4.572
KAYUTANGAN_ST-26.jpg,KAYUTANGAN,ST-26,5.100499999999999,2.7581,5.514799999999999,6.286999999999999
KAYUTANGAN_ST-27.jpg,KAYUTANGAN,ST-27,4.6076999999999995,1.7036000000000002,5.526000000000001,6.3149999999999995
KAYUTANGAN_SB-25.jpg,KAYUTANGAN,SB-25,4.1762,2.7289000000000003,4.8344000000000005,4.586
KAYUTANGAN_SB-26.jpg,KAYUTANGAN,SB-26,5.8517,2.431,6.143600000000001,7.859
KAYUTANGAN_SB-27.jpg,KAYUTANGAN,SB-27,4.677200000000001,2.5596000000000005,5.3012,5.753
KAYUTANGAN_ST-28.jpg,KAYUTANGAN,ST-28,5.3608,3.1982,5.4832,6.208
KAYUTANGAN_ST-29.jpg,KAYUTANGAN,ST-29,4.9449,3.1954000000000002,5.0598,5.180999999999999
KAYUTANGAN_ST-30.jpg,KAYUTANGAN,ST-30,4.1622,3.0492000000000004,4.9044,4.761
KAYUTANGAN_SB-28.jpg,KAYUTANGAN,SB-28,4.6476,2.0466,5.4552000000000005,6.138
KAYUTANGAN_SB-29.jpg,KAYUTANGAN,SB-29,5.3035,3.1929000000000003,5.4628,6.156999999999999
KAYUTANGAN_SB-30.jpg,KAYUTANGAN,SB-30,5.3544,3.1334000000000004,5.4096,6.023999999999999
KAYUTANGAN_UT-01.jpg,KAYUTANGAN,UT-01,5.6969,2.8095,5.793200000000001,6.982999999999999
KAYUTANGAN_UT-02.jpg,KAYUTANGAN,UT-02,5.827800000000001,2.4413,6.016800000000001,7.542
KAYUTANGAN_UT-03.jpg,KAYUTANGAN,UT-03,4.9049000000000005,3.1326,5.091200000000001,5.228
KAYUTANGAN_UB-01.jpg,KAYUTANGAN,UB-01,5.2829,3.0065,5.3804,5.950999999999999
KAYUTANGAN_UB-02.jpg,KAYUTANGAN,UB-02,5.4198,3.4625,5.4804,6.200999999999999
KAYUTANGAN_UT-04.jpg,KAYUTANGAN,UT-04,5.5155,2.8436000000000003,5.723999999999999,6.81
KAYUTANGAN_UT-05.jpg,KAYUTANGAN,UT-05,6.0707,2.679,6.0920000000000005,7.729999999999999
KAYUTANGAN_UT-06.jpg,KAYUTANGAN,UT-06,5.481,2.4829999999999997,5.5416,6.353999999999999
KAYUTANGAN_UB-04.jpg,KAYUTANGAN,UB-04,5.5524000000000004,2.7990000000000004,5.586,6.465000000000001
KAYUTANGAN_UB-05.jpg,KAYUTANGAN,UB-05,4.8033,3.0755000000000003,5.0856,5.214
KAYUTANGAN_UB-06.jpg,KAYUTANGAN,UB-06,5.9754,2.3867000000000003,6.0984,7.7459999999999996
KAYUTANGAN_UT-07.jpg,KAYUTANGAN,UT-07,5.1353,2.7272000000000003,5.5196,6.2989999999999995
KAYUTANGAN_UT-08.jpg,KAYUTANGAN,UT-08,6.0292,2.5271999999999997,6.082,7.705
KAYUTANGAN_UT-09.jpg,KAYUTANGAN,UT-09,4.5394000000000005,2.5722,5.1229,5.613999999999999
KAYUTANGAN_UB-07.jpg,KAYUTANGAN,UB-07,4.0683,2.4905,5.0184,5.045999999999999
KAYUTANGAN_UB-08.jpg,KAYUTANGAN,UB-08,5.4823,2.681,5.662000000000001,6.654999999999999
KAYUTANGAN_UB-09.jpg,KAYUTANGAN,UB-09,6.0043,2.6435,6.0604,7.651000000000001
KAYUTANGAN_UT-10.jpg,KAYUTANGAN,UT-10,5.935,2.1598,6.2596,8.149
KAYUTANGAN_UT-11.jpg,KAYUTANGAN,UT-11,5.5927999999999995,2.5673000000000004,5.909000000000001,7.279999999999999
KAYUTANGAN_UT-12.jpg,KAYUTANGAN,UT-12,5.2443,2.6037,5.4948,6.237
KAYUTANGAN_UB-10.jpg,KAYUTANGAN,UB-10,5.837400000000001,2.4398000000000004,6.0312,7.578
KAYUTANGAN_UB-11.jpg,KAYUTANGAN,UB-11,5.919200000000001,2.4948,5.945600000000001,7.363999999999999
KAYUTANGAN_UB-12.jpg,KAYUTANGAN,UB-12,5.268,2.2378,5.784000000000001,6.959999999999999
KAYUTANGAN_UT-13.jpg,KAYUTANGAN,UT-13,5.405800000000001,2.9084,5.5816,6.454000000000001
KAYUTANGAN_UT-14.jpg,KAYUTANGAN,UT-14,5.807300000000001,2.3792999999999997,6.0572,7.643000000000001
KAYUTANGAN_UT-15.jpg,KAYUTANGAN,UT-15,5.7780000000000005,2.7721000000000005,5.8008,7.002
KAYUTANGAN_UB-13.jpg,KAYUTANGAN,UB-13,4.8041,2.8043,5.3768,5.942
KAYUTANGAN_UB-14.jpg,KAYUTANGAN,UB-14,5.1842,3.345,5.2385,5.590999999999999
KAYUTANGAN_UB-15.jpg,KAYUTANGAN,UB-15,5.9227,2.2993,6.2452,8.113
KAYUTANGAN_UT-16.jpg,KAYUTANGAN,UT-16,5.1806,2.6295,5.6024,6.506
KAYUTANGAN_UT-17.jpg,KAYUTANGAN,UT-17,5.4523,2.5940000000000003,5.7724,6.931
KAYUTANGAN_UT-18.jpg,KAYUTANGAN,UT-18,4.9983,2.5583,5.5572,6.392999999999999
KAYUTANGAN_UB-16.jpg,KAYUTANGAN,UB-16,5.0859000000000005,2.222,5.1168000000000005,5.292
KAYUTANGAN_UB-17.jpg,KAYUTANGAN,UB-17,4.8332999999999995,3.1085000000000003,5.0568,5.142
KAYUTANGAN_UB-18.jpg,KAYUTANGAN,UB-18,5.3859,1.9418,5.865600000000001,7.164
KAYUTANGAN_UT-19.jpg,KAYUTANGAN,UT-19,4.9209,2.3655,5.5752,6.438
KAYUTANGAN_UT-20.jpg,KAYUTANGAN,UT-20,5.5877,2.544,5.6531,7.025
KAYUTANGAN_UT-21.jpg,KAYUTANGAN,UT-21,5.1559,3.1759999999999997,5.3212,5.802999999999999
KAYUTANGAN_UB-19.jpg,KAYUTANGAN,UB-19,5.131,2.9144000000000005,5.3332,5.833
KAYUTANGAN_UB-20.jpg,KAYUTANGAN,UB-20,4.934900000000001,3.3019999999999996,5.234,5.584999999999999
KAYUTANGAN_UB-21.jpg,KAYUTANGAN,UB-21,5.695400000000001,2.7512,5.966,7.415000000000001
KAYUTANGAN_UT-22.jpg,KAYUTANGAN,UT-22,5.398300000000001,2.4841,5.7529,6.919
KAYUTANGAN_UT-23.jpg,KAYUTANGAN,UT-23,4.8346,2.5101000000000004,5.5144,6.286
KAYUTANGAN_UT-24.jpg,KAYUTANGAN,UT-24,4.8061,3.2634999999999996,5.2396,5.598999999999999
KAYUTANGAN_UB-22.jpg,KAYUTANGAN,UB-22,4.5084,3.607,4.9716000000000005,4.929
KAYUTANGAN_UB-23.jpg,KAYUTANGAN,UB-23,4.723000000000001,3.193,5.038,5.095000000000001
KAYUTANGAN_UB-24.jpg,KAYUTANGAN,UB-24,5.164199999999999,2.456,5.6808,6.702
KAYUTANGAN_UT-25.jpg,KAYUTANGAN,UT-25,4.6091,3.5437000000000003,4.8668000000000005,4.667
KAYUTANGAN_UT-26.jpg,KAYUTANGAN,UT-26,4.975,2.9560000000000004,5.413600000000001,6.034000000000001
KAYUTANGAN_UT-27.jpg,KAYUTANGAN,UT-27,5.276000000000001,3.075,5.4548000000000005,6.136999999999999
KAYUTANGAN_UB-25.jpg,KAYUTANGAN,UB-25,5.281000000000001,3.1718,5.3344000000000005,5.836
KAYUTANGAN_UB-26.jpg,KAYUTANGAN,UB-26,4.5516,2.6025,4.8468,4.617
KAYUTANGAN_UB-27.jpg,KAYUTANGAN,UB-27,4.0369,3.094,4.9252,4.813000000000001
KAYUTANGAN_UT-28.jpg,KAYUTANGAN,UT-28,5.382,3.156,5.1335999999999995,6.581999999999999
KAYUTANGAN_UT-29.jpg,KAYUTANGAN,UT-29,5.4293000000000005,2.8808000000000002,5.354900000000001,6.815
KAYUTANGAN_UT-30.jpg,KAYUTANGAN,UT-30,5.404,2.7975000000000003,5.603199999999999,6.508
KAYUTANGAN_UB-28.jpg,KAYUTANGAN,UB-28,5.8262,3.0130000000000003,5.9636000000000005,7.409000000000001
KAYUTANGAN_UB-29.jpg,KAYUTANGAN,UB-29,5.3623,3.039,5.5456,6.366999999999999
KAYUTANGAN_UB-30.jpg,KAYUTANGAN,UB-30,4.9697000000000005,2.7275,5.4044,6.011
KAYUTANGAN_BU-01.jpg,KAYUTANGAN,BU-01,4.9986999999999995,3.1948999999999996,5.392,6.022
KAYUTANGAN_BU-02.jpg,KAYUTANGAN,BU-02,4.9503,3.214,5.1732,5.433
KAYUTANGAN_BU-03.jpg,KAYUTANGAN,BU-03,4.6761,3.2980000000000005,4.9752,4.938000000000001
KAYUTANGAN_BS-01.jpg,KAYUTANGAN,BS-01,4.3453,3.4547,4.9696,4.9239999999999995
KAYUTANGAN_BS-02.jpg,KAYUTANGAN,BS-02,4.612,2.2195,4.8436,4.609
KAYUTANGAN_BS-03.jpg,KAYUTANGAN,BS-03,4.694,3.754,4.994,4.984999999999999
KAYUTANGAN_BS-04.jpg,KAYUTANGAN,BS-04,4.8777,3.2409999999999997,5.2236,5.558999999999999
KAYUTANGAN_BS-05.jpg,KAYUTANGAN,BS-05,5.5344,3.3560000000000003,5.5968,6.491999999999999
